homonym,judged_meaning,precontext,sentence,ending,choices,average,stdev,nonsensical,sample_id,example_sentence
problem,a question raised for consideration or solution,"The team gathered in the small conference room to discuss their latest project. They had been working on it for months, hoping to make a breakthrough. Despite their efforts, progress had suddenly come to a halt.",They faced a serious problem that needed resolving.,"Unless they could find a solution quickly, they risked losing their financial backing, and the entire project would have to be abandoned.","[5, 5, 4, 1, 4]",3.8,1.6431676725154984,"[False, False, False, False, False]",1767,She encountered a difficult math problem.
problem,a state of difficulty that needs to be resolved,"The team gathered in the small conference room to discuss their latest project. They had been working on it for months, hoping to make a breakthrough. Despite their efforts, progress had suddenly come to a halt.",They faced a serious problem that needed resolving.,"Unless they could find a solution quickly, they risked losing their financial backing, and the entire project would have to be abandoned.","[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",1768,They faced a serious financial problem.
problem,a question raised for consideration or solution,"The team gathered in the small conference room to discuss their latest project. They had been working on it for months, hoping to make a breakthrough. Despite their efforts, progress had suddenly come to a halt.",They faced a serious problem that needed resolving.,,"[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",1769,She encountered a difficult math problem.
problem,a state of difficulty that needs to be resolved,"The team gathered in the small conference room to discuss their latest project. They had been working on it for months, hoping to make a breakthrough. Despite their efforts, progress had suddenly come to a halt.",They faced a serious problem that needed resolving.,,"[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",1770,They faced a serious financial problem.
Pop,an informal term for a father; probably derived from baby talk,"Emma invited her friend over for a movie night. They settled on the couch with a bowl of popcorn and a couple of cold drinks. As the movie played, they chatted about their families and favorite things.",Her friend said Pop was incredible this time.,He had really supported her that day and given her all the encouragement she needed.,"[5, 5, 5, 5, 4]",4.8,0.4472135954999579,"[False, False, False, False, False]",1051,I’m going to visit my pop today.
Pop,a sweet drink containing carbonated water and flavoring,"Emma invited her friend over for a movie night. They settled on the couch with a bowl of popcorn and a couple of cold drinks. As the movie played, they chatted about their families and favorite things.",Her friend said Pop was incredible this time.,He had really supported her that day and given her all the encouragement she needed.,"[2, 1, 1, 1, 1]",1.2,0.4472135954999579,"[False, False, False, False, False]",1052,I ordered a pop with my meal.
Pop,an informal term for a father; probably derived from baby talk,"Emma invited her friend over for a movie night. They settled on the couch with a bowl of popcorn and a couple of cold drinks. As the movie played, they chatted about their families and favorite things.",Her friend said Pop was incredible this time.,Emma was jealous because she was only allowed to drink water.,"[1, 2, 2, 1, 2]",1.6,0.5477225575051661,"[False, False, True, False, False]",1053,I’m going to visit my pop today.
Pop,a sweet drink containing carbonated water and flavoring,"Emma invited her friend over for a movie night. They settled on the couch with a bowl of popcorn and a couple of cold drinks. As the movie played, they chatted about their families and favorite things.",Her friend said Pop was incredible this time.,Emma was jealous because she was only allowed to drink water.,"[3, 3, 5, 5, 5]",4.2,1.0954451150103321,"[False, False, False, False, False]",1054,I ordered a pop with my meal.
Pop,an informal term for a father; probably derived from baby talk,"Emma invited her friend over for a movie night. They settled on the couch with a bowl of popcorn and a couple of cold drinks. As the movie played, they chatted about their families and favorite things.",Her friend said Pop was incredible this time.,,"[4, 3, 1, 3, 1]",2.4,1.3416407864998738,"[False, False, False, False, True]",1055,I’m going to visit my pop today.
Pop,a sweet drink containing carbonated water and flavoring,"Emma invited her friend over for a movie night. They settled on the couch with a bowl of popcorn and a couple of cold drinks. As the movie played, they chatted about their families and favorite things.",Her friend said Pop was incredible this time.,,"[3, 2, 3, 3, 3, 2]",2.6666666666666665,0.5163977794943223,"[False, False, False, False, False, False]",1056,I ordered a pop with my meal.
party,an organization to gain political power,Tom and Sarah were discussing their future plans. They felt like they weren't making a difference. They needed a new approach.,They should organize a party!,"They began drafting a plan that evening, determined to rally others who shared their vision.","[4, 4, 5, 4, 4]",4.2,0.4472135954999579,"[False, False, False, False, False]",3517,The candidate is campaigning for his party.
party,a group of people gathered together for pleasure,Tom and Sarah were discussing their future plans. They felt like they weren't making a difference. They needed a new approach.,They should organize a party!,"They began drafting a plan that evening, determined to rally others who shared their vision.","[3, 3, 5, 3, 4]",3.6,0.8944271909999159,"[False, False, False, False, False]",3518,She enjoyed the party with friends.
party,an organization to gain political power,Tom and Sarah were discussing their future plans. They felt like they weren't making a difference. They needed a new approach.,They should organize a party!,They thought inviting everyone over for some fun could bring fresh ideas.,"[2, 1, 1, 1, 2]",1.4,0.5477225575051661,"[False, False, False, False, False]",3519,The candidate is campaigning for his party.
